"","GTAP_Region","CLUM_category","year","NApercent","ZScore_Index","MaxMin_Index"
"379","Rest of North America","Government",2011,66.6666666666667,0.499235873058525,0.503066640320078
"380","Rest of Oceania","Government",2011,45.2490881295906,-0.134751006342413,0.488748967162237
"381","Rest of South African Customs Union","Government",2011,16.6666666666667,0.00853548683197115,0.450936094191044
"382","Rest of South America","Government",2011,16.6666666666667,-0.140879334697285,0.500464755605621
"383","Rest of South Asia","Government",2011,24.5868821092151,-1.29317051523756,0.360631544218898
"384","Rest of Southeast Asia","Government",2011,24.8312125243434,-0.463447953155123,0.383259530747668
"385","Rest of Western Africa","Government",2011,12.4635259235062,-0.242818654990965,0.447548297215539
"386","Rest of Western Asia","Government",2011,40.617168805522,-0.153120163408586,0.44668889558115
"387","South Central Africa","Government",2011,NA,NA,NA
"388","South Korea","Government",2011,NA,NA,NA
"389","Tanzania","Government",2011,NA,NA,NA
"390","Venezuela (Bolivarian Republic of)","Government",2011,NA,NA,NA
"391","Vietnam","Government",2011,NA,NA,NA
"392","Caribbean","Gross Fixed Capital Formation",2011,49.3601034348516,-0.343310977612161,0.43183192869096
"393","Central Africa","Gross Fixed Capital Formation",2011,38.1166967785642,-1.0559425904009,0.160624641824907
"394","Cote dIvoire","Gross Fixed Capital Formation",2011,NA,NA,NA
"395","Iran","Gross Fixed Capital Formation",2011,NA,NA,NA
"396","Laos","Gross Fixed Capital Formation",2011,NA,NA,NA
"397","Rest of Eastern Africa","Gross Fixed Capital Formation",2011,60.0264510097564,-1.17670149509187,0.217582404549942
"398","Rest of Eastern Europe","Gross Fixed Capital Formation",2011,NA,NA,NA
"399","Rest of Europe","Gross Fixed Capital Formation",2011,4.21866783259913,0.105838569606327,0.448809309564004
"400","Rest of Former Soviet Union","Gross Fixed Capital Formation",2011,20.2652088264953,-0.351444542637085,0.318381308841979
"401","Rest of North Africa","Gross Fixed Capital Formation",2011,33.3333333333333,-0.257040798320296,0.505641721293415
"402","Rest of North America","Gross Fixed Capital Formation",2011,NA,NA,NA
"403","Rest of Oceania","Gross Fixed Capital Formation",2011,25.0585987166652,-0.10004521989586,0.331214878777646
"404","Rest of South African Customs Union","Gross Fixed Capital Formation",2011,18.6796120347832,0.0479498864482664,0.353986045315276
"405","Rest of South America","Gross Fixed Capital Formation",2011,33.3333333333333,-0.351159922197538,0.383413852482802
"406","Rest of South Asia","Gross Fixed Capital Formation",2011,33.3333333333333,0.443374324761959,0.289729816426999
"407","Rest of Southeast Asia","Gross Fixed Capital Formation",2011,65.653941812727,-0.679841344451172,0.315684294072446
"408","Rest of Western Africa","Gross Fixed Capital Formation",2011,45.213116445947,-1.05469992955222,0.157650527848344
"409","Rest of Western Asia","Gross Fixed Capital Formation",2011,48.6564712807015,0.083041769781245,0.550363798731094
"410","South Central Africa","Gross Fixed Capital Formation",2011,16.6666666666667,-0.53121865518653,0.320897758175331
"411","South Korea","Gross Fixed Capital Formation",2011,NA,NA,NA
"412","Tanzania","Gross Fixed Capital Formation",2011,NA,NA,NA
"413","Venezuela (Bolivarian Republic of)","Gross Fixed Capital Formation",2011,NA,NA,NA
"414","Vietnam","Gross Fixed Capital Formation",2011,NA,NA,NA
"415","Caribbean","Housing",2011,7.02274911933533,-0.395843235568517,0.577555173150869
"416","Central Africa","Housing",2011,14.2857142857143,-1.83094076681191,0.193845035067249
"417","Cote dIvoire","Housing",2011,NA,NA,NA
"418","Iran","Housing",2011,NA,NA,NA
"419","Laos","Housing",2011,NA,NA,NA
"420","Rest of Eastern Africa","Housing",2011,17.2645798900668,-1.43447536716514,0.314863775960084
"421","Rest of Eastern Europe","Housing",2011,NA,NA,NA
"422","Rest of Europe","Housing",2011,4.94204015430379,0.263853559667953,0.768696542862584
"423","Rest of Former Soviet Union","Housing",2011,24.092461366018,0.665726354513646,0.925649933417952
"424","Rest of North Africa","Housing",2011,6.26691914607549,0.311428256771099,0.799564745284114
"425","Rest of North America","Housing",2011,NA,NA,NA
"426","Rest of Oceania","Housing",2011,28.2433007916243,-1.10641102223225,0.418359548020242
"427","Rest of South African Customs Union","Housing",2011,19.6227462956524,-0.877985811642771,0.453856220823232
"428","Rest of South America","Housing",2011,14.2857142857143,0.410127171363107,0.806751216138384
"429","Rest of South Asia","Housing",2011,14.2857142857143,-0.902777716935345,0.4464034030107
"430","Rest of Southeast Asia","Housing",2011,28.5714285714286,-0.690458892225854,0.509258655463183
"431","Rest of Western Africa","Housing",2011,8.2211725068485,-1.49284891121471,0.27388489645138
"432","Rest of Western Asia","Housing",2011,13.7381685561835,0.519260562725439,0.878705444259224
"433","South Central Africa","Housing",2011,28.5714285714286,-1.16412509064537,0.465068246287837
"434","South Korea","Housing",2011,NA,NA,NA
"435","Tanzania","Housing",2011,NA,NA,NA
"436","Venezuela (Bolivarian Republic of)","Housing",2011,NA,NA,NA
"437","Vietnam","Housing",2011,NA,NA,NA
"438","Caribbean","Personal Transportation",2011,NA,NA,NA
"439","Central Africa","Personal Transportation",2011,83.3333333333333,-1.0751849689792,0.272556977833281
"440","Cote dIvoire","Personal Transportation",2011,NA,NA,NA
"441","Iran","Personal Transportation",2011,NA,NA,NA
"442","Laos","Personal Transportation",2011,NA,NA,NA
"443","Rest of Eastern Africa","Personal Transportation",2011,NA,NA,NA
"444","Rest of Eastern Europe","Personal Transportation",2011,NA,NA,NA
"445","Rest of Europe","Personal Transportation",2011,NA,NA,NA
"446","Rest of Former Soviet Union","Personal Transportation",2011,NA,NA,NA
"447","Rest of North Africa","Personal Transportation",2011,NA,NA,NA
"448","Rest of North America","Personal Transportation",2011,NA,NA,NA
"449","Rest of Oceania","Personal Transportation",2011,NA,NA,NA
"450","Rest of South African Customs Union","Personal Transportation",2011,NA,NA,NA
"451","Rest of South America","Personal Transportation",2011,NA,NA,NA
"452","Rest of South Asia","Personal Transportation",2011,NA,NA,NA
"453","Rest of Southeast Asia","Personal Transportation",2011,NA,NA,NA
"454","Rest of Western Africa","Personal Transportation",2011,NA,NA,NA
"455","Rest of Western Asia","Personal Transportation",2011,NA,NA,NA
"456","South Central Africa","Personal Transportation",2011,NA,NA,NA
"457","South Korea","Personal Transportation",2011,NA,NA,NA
"458","Tanzania","Personal Transportation",2011,NA,NA,NA
"459","Venezuela (Bolivarian Republic of)","Personal Transportation",2011,NA,NA,NA
"460","Vietnam","Personal Transportation",2011,NA,NA,NA
"461","Caribbean","Services",2011,43.9255205011082,-0.277485131309485,0.510818221008378
"462","Central Africa","Services",2011,14.48134951405,-1.62200010736372,0.356283717745435
"463","Cote dIvoire","Services",2011,NA,NA,NA
"464","Iran","Services",2011,NA,NA,NA
"465","Laos","Services",2011,NA,NA,NA
"466","Rest of Eastern Africa","Services",2011,32.8541343088373,-1.0971954241726,0.369481200813706
"467","Rest of Eastern Europe","Services",2011,NA,NA,NA
"468","Rest of Europe","Services",2011,26.1723605559949,0.279304294483919,0.643984052754062
"469","Rest of Former Soviet Union","Services",2011,18.7210710103327,0.19488343091684,0.614482606434783
"470","Rest of North Africa","Services",2011,36.814955081153,-0.229450972915356,0.511317860754018
"471","Rest of North America","Services",2011,47.6190476190476,1.15476335705086,0.895767637368996
"472","Rest of Oceania","Services",2011,53.909529678687,-0.681293963262024,0.327698728410111
"473","Rest of South African Customs Union","Services",2011,22.0305131395444,-0.43944707801227,0.527182831961346
"474","Rest of South America","Services",2011,19.047619047619,-0.0168655189037363,0.607124132090832
"475","Rest of South Asia","Services",2011,37.3870359967497,-1.10562895722887,0.380906085868105
"476","Rest of Southeast Asia","Services",2011,61.2296120021354,-0.436943561571018,0.315546731472243
"477","Rest of Western Africa","Services",2011,23.7059756549713,-0.979225299469893,0.421651570950239
"478","Rest of Western Asia","Services",2011,47.6002127570305,-0.287885238462946,0.442578904188577
"479","South Central Africa","Services",2011,33.3333333333333,-1.1372398066864,0.401768368865749
"480","South Korea","Services",2011,NA,NA,NA
"481","Tanzania","Services",2011,NA,NA,NA
"482","Venezuela (Bolivarian Republic of)","Services",2011,NA,NA,NA
"483","Vietnam","Services",2011,NA,NA,NA
"484","Albania","Food",2004,45.4545454545455,0.0480445852870658,0.478562460941118
"485","Albania","Government",2004,10,-0.257931769082549,0.502614934423225
"486","Albania","Gross Fixed Capital Formation",2004,0,0.115753338895018,0.292460777408044
"487","Albania","Housing",2004,0,0.0928348194285324,0.696893600916888
"488","Albania","Services",2004,33.3333333333333,-0.145546741840679,0.600731192818545
"489","Albania","Food",2007,36.3636363636364,0.0838849679376197,0.448508770244517
"490","Albania","Government",2007,9.09090909090909,-0.328218288221796,0.534535017207912
"491","Albania","Gross Fixed Capital Formation",2007,16.6666666666667,-0.409476347269158,0.385059229067858
"492","Albania","Housing",2007,14.2857142857143,0.113783699883416,0.724695680991327
"493","Albania","Personal Transportation",2007,88.8888888888889,-0.340002743479774,0.543123543123543
"494","Albania","Services",2007,28.5714285714286,-0.10096008606758,0.568974019929888
"495","Albania","Food",2011,40,0.396219552821699,0.535097327916844
"496","Albania","Goods",2011,33.3333333333333,0.607599942088371,0.654350736278447
"497","Albania","Government",2011,25,-0.0873291547373328,0.538920550342544
"498","Albania","Gross Fixed Capital Formation",2011,0,0.0293908755900951,0.401555523283875
"499","Albania","Housing",2011,14.2857142857143,0.156744760709651,0.763051990931009
"500","Albania","Services",2011,23.8095238095238,0.0549614445126506,0.64221637493757
"501","Argentina","Food",2004,54.5454545454545,0.00500723582238211,0.586861805087535
"502","Argentina","Government",2004,10,0.105097296184755,0.535794120105992
"503","Argentina","Gross Fixed Capital Formation",2004,0,-0.401908650695179,0.204742957946381
"504","Argentina","Housing",2004,16.6666666666667,0.724411892855648,0.93636229724876
"505","Argentina","Services",2004,22.2222222222222,0.428772300336959,0.642926814655426
"506","Argentina","Food",2007,54.5454545454545,0.517355425279681,0.606879433441809
"507","Argentina","Government",2007,18.1818181818182,0.252990104637942,0.53209351917176
"508","Argentina","Gross Fixed Capital Formation",2007,16.6666666666667,-0.464309837560393,0.355639057443085
"509","Argentina","Housing",2007,28.5714285714286,0.688765260866467,0.938386447052825
"510","Argentina","Personal Transportation",2007,88.8888888888889,0.330441045151973,0.655011655011655
"511","Argentina","Services",2007,28.5714285714286,0.50939201181709,0.688103031977233
"512","Argentina","Food",2011,40,0.114335231767404,0.477516399643664
"513","Argentina","Government",2011,16.6666666666667,0.215161032488778,0.464692481642294
"514","Argentina","Gross Fixed Capital Formation",2011,16.6666666666667,-0.396652787360946,0.388143484774806
"515","Argentina","Housing",2011,28.5714285714286,0.688617012531284,0.950032758486369
"516","Argentina","Services",2011,38.0952380952381,0.586508503943157,0.634368519243156
"517","Armenia","Food",2004,54.5454545454545,-1.01584151884605,0.45987569527844
"518","Armenia","Government",2004,50,-0.310980829817706,0.411193624978616
"519","Armenia","Gross Fixed Capital Formation",2004,0,-0.0405531489183905,0.26180673096662
"520","Armenia","Housing",2004,0,0.523478953377571,0.846009122221572
"521","Armenia","Services",2004,16.6666666666667,0.271862336278304,0.572601447982404
"522","Armenia","Food",2007,45.4545454545455,0.229271787334913,0.498101965865886
"523","Armenia","Government",2007,9.09090909090909,-0.0944034812498707,0.574594244969423
"524","Armenia","Gross Fixed Capital Formation",2007,0,0.393377399923162,0.51115278466868
"525","Armenia","Housing",2007,0,0.637144469667307,0.863156443789325
"526","Armenia","Personal Transportation",2007,88.8888888888889,-1.10821958462032,0.414918414918415
"527","Armenia","Services",2007,14.2857142857143,0.313526915464531,0.606155728252776
"528","Armenia","Food",2011,40,0.0792379828164109,0.483730166594294
"529","Armenia","Government",2011,8.33333333333333,-0.331544511729229,0.483546164896697
"530","Armenia","Gross Fixed Capital Formation",2011,0,-0.222957737448093,0.362214312877793
"531","Armenia","Housing",2011,0,0.625128369084147,0.879647425368753
"532","Armenia","Services",2011,4.76190476190476,0.405985934545474,0.663095191248892
"533","Australia","Food",2004,45.4545454545455,0.0780444896748059,0.5003733998926
"534","Australia","Government",2004,40,0.426790151030489,0.487745737532444
"535","Australia","Gross Fixed Capital Formation",2004,20,0.520798956260747,0.448075488612568
"536","Australia","Housing",2004,0,0.821211017694908,0.939690972016982
"537","Australia","Services",2004,44.4444444444444,0.559189467099351,0.639659422852367
"538","Australia","Food",2007,9.09090909090909,0.112105102719678,0.640312677815735
"539","Australia","Government",2007,18.1818181818182,0.287696438086872,0.545250224176823
"540","Australia","Gross Fixed Capital Formation",2007,16.6666666666667,0.450320873925314,0.521100406546681
"541","Australia","Housing",2007,14.2857142857143,0.797876108090905,0.944274766687112
"542","Australia","Personal Transportation",2007,88.8888888888889,1.50371767525753,0.850815850815851
"543","Australia","Services",2007,57.1428571428571,0.375286872366674,0.690095605088719
"544","Australia","Food",2011,40,-0.151737101505707,0.447243388698349
"545","Australia","Government",2011,16.6666666666667,0.406696078047758,0.501270314516737
"546","Australia","Gross Fixed Capital Formation",2011,16.6666666666667,0.690811001676793,0.58526074216378
"547","Australia","Housing",2011,14.2857142857143,0.768410437267265,0.950385163284323
"548","Australia","Services",2011,47.6190476190476,0.662246209681379,0.667087558187258
"549","Austria","Food",2004,45.4545454545455,0.868736491032135,0.610076959419937
"550","Austria","Government",2004,30,0.229659826604094,0.63216154584551
"551","Austria","Gross Fixed Capital Formation",2004,0,0.516638322041136,0.375026536470721
"552","Austria","Housing",2004,0,1.0040495471313,0.994740390168697
"553","Austria","Services",2004,16.6666666666667,0.812338976462827,0.773378149186156
"554","Austria","Food",2007,45.4545454545455,0.27991115568673,0.519451952411005
"555","Austria","Government",2007,9.09090909090909,0.204255941205584,0.566496041138098
"556","Austria","Gross Fixed Capital Formation",2007,0,0.309658700686633,0.439084421763596
"557","Austria","Housing",2007,14.2857142857143,0.967022910495412,0.994614679378834
"558","Austria","Personal Transportation",2007,88.8888888888889,2.07638841138048,0.946386946386946
"559","Austria","Services",2007,28.5714285714286,0.797923951206233,0.769869532834875
"560","Austria","Food",2011,50,0.409033962522876,0.587892221033698
"561","Austria","Government",2011,8.33333333333333,0.355105355086359,0.535623992675491
"562","Austria","Gross Fixed Capital Formation",2011,0,0.626399091460888,0.516754589785173
"563","Austria","Housing",2011,14.2857142857143,0.917669479945019,0.994446669041419
"564","Austria","Services",2011,19.047619047619,0.767674832592437,0.793090181676347
"565","Azerbaijan","Food",2004,45.4545454545455,-0.0131798382125978,0.548986074910126
"566","Azerbaijan","Government",2004,20,-0.446461668553793,0.385087107655804
"567","Azerbaijan","Gross Fixed Capital Formation",2004,40,0.556683125741588,0.408110307926644
"568","Azerbaijan","Housing",2004,16.6666666666667,0.340301632708113,0.827539017342132
"569","Azerbaijan","Services",2004,11.1111111111111,0.390916629023504,0.65319444206694
"570","Azerbaijan","Food",2007,45.4545454545455,0.496106634667185,0.580657747261644
"571","Azerbaijan","Government",2007,27.2727272727273,-0.430288380003617,0.470753241775995
